Unnamed: 0,_id,inter_api_access_duration(sec),api_access_uniqueness,sequence_length(count),vsession_duration(min),ip_type,num_sessions,num_users,num_unique_apis,source,classification
19,61ce3f32-6af6-3920-92a5-2bb928848b97,0.0122591913586364,0.0093152313943117,82.71311475409836,14845,default,256.0,244.0,188.0,E,normal
20,740ec1c4-5bb2-3aca-8719-f4217c0a2420,0.0009801966292134,0.0058988764044943,16.3302752293578,210,default,280.0,218.0,21.0,E,normal
21,7bd0c3da-f000-34d0-8ed9-3ff188e229c3,0.0139875271149674,0.0108459869848156,17.39622641509434,3096,default,247.0,212.0,40.0,E,normal
22,827948df-c705-3a1c-b0d3-17109c168243,0.0001470276383685,0.0020499045734077,19.432692307692307,125,default,1080.0,728.0,29.0,E,normal
23,90462da0-f6fb-379b-bd9d-1aec761b27a1,0.0007481497753975,0.0039693661891812,85.88874430709174,5926,default,1720.0,1537.0,524.0,E,normal
24,e954885a-b5de-3f65-9133-e8818912c888,0.0263759364866375,0.0084982668008498,70.97619047619048,14153,default,155.0,126.0,76.0,E,normal
25,1e1ef442-ec30-3853-8da4-80e9344746d6,0.0012406642161453,0.0022593182243865,28.50316983650317,6359,default,3510.0,2997.0,193.0,E,normal
26,25684254-73a3-39d6-b3dd-82858b1c93bb,0.0005280444669024,0.0099376789624389,11.528155339805826,189,default,527.0,515.0,59.0,E,normal
27,32c774b5-75e3-3761-bb9d-b708c951aef9,0.0008268641470888,0.0204290091930541,6.705479452054795,98,default,303.0,292.0,40.0,E,normal
28,6955c5d1-3243-37aa-9647-253f8351e751,0.0007321248741188,0.0221550855991943,6.848275862068966,88,default,305.0,290.0,44.0,E,normal
29,9a0fa52a-ee67-35b9-bb8a-d35181e06363,0.0105085276714236,0.0184476157326836,27.625,1812,default,148.0,104.0,53.0,E,normal
30,a966db41-094d-3bd0-8b5a-b2a0efa33754,0.0024981281737647,0.0079320953334074,102.58174904942966,8088,default,604.0,526.0,428.0,E,normal
31,f88d16dc-b509-3a9c-832d-6fb053161d91,9.68209588899244e-05,0.0110800455628041,41.44635193133047,57,default,418.0,233.0,107.0,E,normal
32,0eb29a67-fc99-34af-89fd-dda9f3df393e,0.0144034553681612,0.0099547511312217,39.46428571428572,10505,default,342.0,308.0,121.0,E,normal
33,3f7d29c2-42df-36e2-af1a-b6722bd0ca76,0.0107579318448883,0.0109674892283587,14.183333333333334,1648,default,187.0,180.0,28.0,E,normal
34,ac9558b9-5534-3eb3-a4f8-d830b7868ac3,0.0016276798063623,0.0098547717842323,46.272,1130,default,527.0,250.0,114.0,E,normal
35,b0ae8d67-517b-3f2f-980c-0f5de0ac0a63,0.0006712919889772,0.0042354483993017,78.26421636615811,4546,default,1620.0,1442.0,478.0,E,normal
36,d5be9b5f-9fed-3f25-ac36-17badbceb439,0.0002066573665039,0.0072076261334573,22.75661375661376,160,default,660.0,567.0,93.0,E,normal
37,496b9f8a-79cf-3b75-89f9-4989e7c1eae1,0.0203694570625135,0.0121133463119186,29.07547169811321,5651,default,178.0,159.0,56.0,E,normal
38,4b46be36-4f30-3697-9021-7042dd151a7a,0.2723377926421405,0.0367892976588628,2.7685185185185186,4886,default,111.0,108.0,11.0,E,normal
39,89465ed6-f4c1-38de-beb6-0390e3a17a8b,6.7114093959731546e-06,0.0279194630872483,22.713414634146343,2,default,2420.0,164.0,104.0,E,normal
40,aa99f37a-888f-3c35-9e12-ee042ac2d241,0.0018160005379564,0.0057708060789084,102.36670838548186,8912,default,912.0,799.0,472.0,E,normal
41,c79f3548-5612-31e1-849c-d07422a77a5c,6.623176296677165e-05,0.001936178417636,15.929357563347835,495,default,8598.0,7814.0,241.0,E,normal
42,206bb2ef-d886-30e0-a66b-7bf5896663aa,5.06420690902514e-06,0.0233315246880086,32.523529411764706,2,default,3753.0,170.0,129.0,E,normal
43,24473b9e-130e-3e41-ad4b-012f6de894d1,0.0009786140452173,0.0052983731277383,83.56575212866603,5187,default,1166.0,1057.0,468.0,E,normal
44,2ad357db-cec2-3138-b1a1-b21a8604eab6,0.0010616992276238,0.0205361199454793,62.885714285714286,702,default,265.0,175.0,226.0,E,normal
45,5d9bea16-2065-3e89-9a54-8688670bd138,0.0034550387596899,0.0147286821705426,11.415929203539823,268,default,114.0,113.0,19.0,E,normal
46,5e7bca01-0f3f-3a39-be34-63490693ee2e,0.0005352635486265,0.0296956198960653,6.013392857142857,44,default,255.0,224.0,40.0,E,normal
47,9a68af23-4822-3a36-920e-a7175b39f27a,0.0073422075979658,0.0050852527669757,30.11711711711712,1473,default,200.0,111.0,17.0,E,normal
48,3625d8fa-74e0-3d74-8bac-2102f9121e7d,0.0001744515743918,0.0105954335173854,48.55797101449275,71,default,276.0,138.0,71.0,E,normal
49,3bf865ad-76ae-3f89-9a3a-6c5dbd3c6539,0.0249297196261682,0.0175700934579439,18.97163120567376,4002,default,159.0,141.0,47.0,E,normal
50,430dde73-80cb-3e51-ae63-cbd6662db574,0.0006547140934909,0.004570806413509,74.77496159754224,3825,default,1449.0,1302.0,445.0,E,normal
51,5e2fdcdf-438f-396e-82db-a3e327f53890,0.0214460716747071,0.0125775327360441,33.941520467836256,7469,default,193.0,171.0,73.0,E,normal
52,2b672707-7749-3533-834c-27589de3b94e,0.0005637082862411,0.0046497333095393,75.78211870773855,3412,default,1475.0,1331.0,469.0,E,normal
53,4573c2a1-3dfc-3430-8bb5-e4a5a3703da8,0.0006764923989618,0.0329996292176492,9.236301369863014,110,default,317.0,292.0,89.0,E,normal
54,a6371858-02eb-305a-b1be-d99764e6f547,0.0041643537869921,0.0250794181574987,46.7265625,1495,default,152.0,128.0,150.0,E,normal
55,b8c1b2b6-23a1-306b-861e-bccc22c07bb2,0.0001294717022926,0.0171669066341787,43.40865384615385,71,default,391.0,208.0,155.0,E,normal
56,bdfd46e6-e984-3567-9f5a-e7d41a968d05,0.0001773648648648,0.0070945945945945,9.652173913043478,95,default,1094.0,920.0,63.0,E,normal
57,e186147e-1b30-32be-80e9-28a96e0ee83a,0.0082381671701913,0.0122284563372176,22.715686274509803,3436,default,391.0,306.0,85.0,E,normal
58,14c4b0f5-1c08-32d1-b037-11adfc2031e7,0.001058399175541,0.0391618000687049,8.637982195845698,185,default,391.0,337.0,114.0,E,normal
59,437c372d-f569-3e77-89bd-ad5a2edc4774,0.0001344364012409,0.0113753877973112,34.186868686868685,55,default,350.0,198.0,77.0,E,normal
60,7912a99d-fbdb-317c-bd1d-3f3ac66518c0,0.0057685979971387,0.0115343347639484,27.014492753623188,3871,default,475.0,414.0,129.0,E,normal
61,9d0d90f3-5681-3011-8c9d-a92bc88c83db,0.0006275346851654,0.0149413020277481,7.556451612903226,36,default,192.0,124.0,14.0,E,normal
62,b00a8232-9d49-342d-8f19-980b36d388a9,0.0006286427976686,0.0035964427402934,83.57836257309941,5391,default,1919.0,1710.0,514.0,E,normal
63,296fff15-b45c-396a-8920-b4b9e0b49b51,0.0007401528512639,0.0199882422104644,9.047872340425531,76,default,213.0,188.0,34.0,E,normal
64,3bcc9249-8bf7-3622-b0ca-1c6b265733d2,0.0008889407100798,0.004080918789716,88.41752577319588,6405,default,1516.0,1358.0,490.0,E,normal
65,3f902aec-fd1d-394c-9e93-4c02dfdfabe4,7.97773654916512e-06,0.0089053803339517,14.18421052631579,3,default,2896.0,380.0,48.0,E,normal
66,91d188ee-cf95-3704-be59-a80eb9819446,0.0058629098208311,0.0057988253661437,18.25101763907734,4732,default,783.0,737.0,78.0,E,normal
67,25a9114c-f766-38c8-b031-daf107edb3b0,0.0002380456547857,0.0051261513816579,13.6448087431694,179,default,969.0,915.0,64.0,E,normal
68,41f178cf-eb38-3b6e-9161-99ed72cebf41,0.0045208522528815,0.0078938176737687,23.314332247557005,3883,default,786.0,614.0,113.0,E,normal
69,5567e695-3188-3641-9581-9235bf92c294,0.0001148813484142,0.0026613439787092,19.248665955176094,125,default,1303.0,937.0,48.0,E,normal
70,9ace1862-8306-3df1-99f3-42c47eaa0b98,0.0016984406510069,0.0056806884994461,91.9242819843342,7176,default,867.0,766.0,400.0,E,normal
71,b97c9acc-9d9e-36b7-bc47-0a5f5ff05723,8.999581414817915e-06,0.0058601925491837,17.566176470588236,3,default,2712.0,272.0,28.0,E,normal
72,e2eb2072-91d6-3728-8d84-fbf27bc2d59e,1.056338028169014e-05,0.0055923777961888,7.282051282051282,4,default,2027.0,663.0,27.0,E,normal
73,e5ed9ebe-522e-382c-b411-e2a083dd838e,0.0038639285255174,0.0058276556541114,20.67050487156776,5411,default,1239.0,1129.0,136.0,E,normal
74,fa3b5268-3c9c-396f-9da3-69f573440a8f,0.0045325624468138,0.0062071382089402,32.22096774193548,5433,default,715.0,620.0,124.0,E,normal
75,87c193c4-466c-3452-a0a8-23fcdfa2ae74,0.0006907161045793,0.0041011505071812,81.27800546448087,4932,default,1605.0,1464.0,488.0,E,normal
76,8a918130-47d5-372f-b996-28f23abd22b9,0.0010746268656716,0.0079601990049751,17.130681818181817,195,default,186.0,176.0,24.0,E,normal
77,deddde72-9fa4-3040-a1b6-f145cf8cb55f,0.0001262727918541,0.0015983897703054,16.49609375,128,default,1284.0,1024.0,27.0,E,normal
78,0e653ad3-16f7-3ce7-a934-71872b6c2d7e,0.0006844526218951,0.0266789328426862,5.574358974358974,45,default,207.0,195.0,29.0,E,normal
79,2c6e058c-67d6-346e-9667-3ae6c9a582be,0.0001181520631002,0.0055266405537371,20.77703455964325,133,default,1176.0,897.0,103.0,E,normal
80,45f01370-2f35-30d2-8315-05ad09a08579,0.0001370687132125,0.0060485837858931,16.84986301369863,253,default,1995.0,1825.0,186.0,E,normal
81,98a41129-6dd4-3446-b53c-b393da82985a,0.000226560144709,0.0064063913174555,14.1903743315508,181,default,1022.0,935.0,85.0,E,normal
82,af93fcd6-199f-3797-a5f0-11dc1c641464,0.0011438437406467,0.0052101231584431,89.49305555555556,6192,default,1128.0,1008.0,470.0,E,normal
83,18cfdf79-8cda-36b1-90d0-00973a49ce5f,0.000566143808995,0.0113825652415324,12.63859649122807,245,default,607.0,570.0,82.0,E,normal
84,5d0c46cd-c453-37d1-ae96-a4163dfb9069,0.0019899827829081,0.0129519486617624,68.14933333333333,3052,default,409.0,375.0,331.0,E,normal
85,5e25c296-729f-34a6-aaa0-aa4ee438606c,0.0001748229740361,0.0147915027537372,47.42537313432836,67,default,246.0,134.0,94.0,E,normal
86,6aa71abc-9478-3076-91d4-7ec7d15acbb6,0.0002763602251407,0.0150093808630394,6.57213316892725,89,default,836.0,811.0,80.0,E,normal
87,83bd7bda-09a3-3d3a-8301-489ad5cfed31,0.0010653292181069,0.0452674897119341,6.037267080745342,63,default,170.0,161.0,44.0,E,normal
88,84144bbf-a178-3d49-abe4-bb7f86678ea9,0.0008096836049856,0.0210930009587727,5.96,51,default,194.0,175.0,22.0,E,normal
89,91d013a0-e8cd-3385-98dd-3a85abb1fa92,0.0016362967730072,0.0148478440746529,66.12158054711246,2136,default,366.0,329.0,323.0,E,normal
90,9858a4a6-bac0-32ba-b43f-d4a13304a61b,1.5584415584415583e-05,0.0163265306122449,52.33009708737864,6,default,219.0,103.0,88.0,E,normal
91,c0805894-b276-3a10-ba25-9e97c34f3e25,1.0537870472008782e-05,0.0120746432491767,11.861979166666666,3,default,2260.0,384.0,55.0,E,normal
92,c2d4957c-1385-33ce-b47b-1c5a56b459ca,0.0007904060567347,0.0022647426032925,29.261682242990656,6534,default,5493.0,4708.0,312.0,E,normal
93,03c268af-06ba-3d34-b120-9e08c9b5d142,0.0045210332856851,0.018174392485195,20.927350427350422,1329,default,331.0,234.0,89.0,E,normal
94,291c6a2c-fbe7-398f-9a06-da2b7a27a437,0.0325739549839228,0.0124232680502776,49.941605839416056,13373,default,187.0,137.0,85.0,E,normal
95,9c7af4ed-c0d5-303b-a18d-700a7a7067a3,0.0006871961102106,0.0186385737439222,9.640625,51,default,151.0,128.0,23.0,E,normal
96,b54ef3d6-040a-3f6d-8946-c1e5cdd57a98,0.0008111798940645,0.0050134054101183,82.36445242369838,4466,default,1256.0,1114.0,460.0,E,normal
97,cff8f956-035e-33c4-87f5-b316c815496f,0.0002152211874272,0.0183352735739231,7.756207674943567,89,default,951.0,886.0,126.0,E,normal
98,f1d2b319-09ae-3189-921d-b1b688f9f4d0,0.0001333643740854,0.0017959292270852,18.289537712895378,121,default,1140.0,822.0,27.0,E,normal
99,f38f5dc4-d8a3-3bca-97e2-d47ef06512f1,7.945306725794531e-06,0.0123798965262379,13.632241813602016,3,default,2893.0,397.0,67.0,E,normal
100,0c7a6b93-222a-361a-aa9f-1f76800ede85,0.000952355646595,0.0068408440905928,68.54039735099337,2957,default,833.0,755.0,354.0,E,normal
101,1f82b7eb-3bad-3fdd-91a4-9bb4ae7d4686,5.9494309838472834e-05,0.0025353340675477,15.686161597984524,312,default,6024.0,5557.0,221.0,E,normal
102,44e56e5d-2cb4-37ce-b602-0ebd22398b1d,0.0126366929133858,0.0223622047244094,22.841726618705035,2408,default,154.0,139.0,71.0,E,normal
103,85cc8ce4-ccc0-3825-9864-c499f293449d,0.0034058577405857,0.0328290955906018,30.16504854368932,635,default,128.0,103.0,102.0,E,normal
104,9a4844fe-18c6-3c1e-8ebc-51a12952d006,0.0001113792900453,0.0037087184317419,19.57027649769585,114,default,1171.0,868.0,63.0,E,normal
105,c00fa0a6-83fa-3110-8f40-3a8e3953bb16,0.0017537530065522,0.0088745127311934,51.08898305084746,1269,default,485.0,236.0,107.0,E,normal
106,106a2bc4-5aaa-314e-8f4e-898011af8e7c,0.0332498952660242,0.0115207373271889,39.45454545454545,9525,default,200.0,121.0,55.0,E,normal
107,5e0a33a6-596c-33af-8057-4f3c0cf55460,0.0081621273463378,0.0095693779904306,71.81497797356828,7984,default,237.0,227.0,156.0,E,normal
108,77733e8d-0dfe-30be-8abc-d5a290565272,0.0014914648953646,0.0063138347260909,93.21571238348868,6265,default,861.0,751.0,442.0,E,normal
109,c5877866-bba4-3439-a1dd-91e11b5853f9,0.0206804910418049,0.0122760451227604,15.377551020408164,3740,default,200.0,196.0,37.0,E,normal
110,cb02407e-18e7-32cf-993f-b9acc6887ac7,0.0007364682002706,0.03382949932341,7.038095238095238,66,default,256.0,210.0,50.0,E,normal
111,e6ab8dbb-bad2-3819-85e0-28798a25efea,0.0068769438810006,0.0304259634888438,10.564285714285717,611,default,161.0,140.0,45.0,E,normal
112,2e0028f5-04ed-38d2-b1b3-bd8f426baec0,0.0004312849162011,0.0251396648044692,10.170454545454543,47,default,237.0,176.0,45.0,E,normal
113,6cd9d528-f610-38c0-8abf-c0b0dfc93c61,0.0010156193721774,0.0062200426675532,82.02954545454546,4399,default,976.0,880.0,449.0,E,normal
114,74931360-c3a3-353a-8dfc-72030c8f03b1,6.48807032231059e-06,0.017371285056509,7.6448,4,default,2810.0,1250.0,166.0,E,normal
115,82cb88fa-e323-368d-9a10-333ef41c99f0,0.0001578709458695,0.0136738614532715,8.411596958174904,84,default,1176.0,1052.0,121.0,E,normal
116,9457dae8-fe3c-33b4-90a0-12948ba7d892,0.0007277335264301,0.0195510499637943,9.33108108108108,61,default,183.0,148.0,27.0,E,normal
117,a97b474e-0149-3943-bdc2-86db60ba96fb,0.0271530260269677,0.0148949513954217,39.37037037037037,10391,default,270.0,162.0,95.0,E,normal
118,e6690b94-ae31-3f12-a605-8f127d301fc6,0.0014051329702772,0.0050459309095613,91.71413160733547,7168,default,1049.0,927.0,429.0,E,normal
119,68c6ea7e-4b13-318e-83b9-8d512281f0c5,0.0004783923172683,0.0115596656589009,11.59381443298969,162,default,498.0,485.0,65.0,E,normal
120,714227f9-5cc3-378a-ab8f-7817db5ae84b,7.21398403058236e-05,0.0021888584024416,17.078846913255234,562,default,8434.0,7597.0,284.0,E,normal
121,abeaee95-5ea3-3d42-9018-3c2674c9611b,0.0069517395772166,0.0211391661773341,80.14117647058823,5683,default,184.0,170.0,288.0,E,normal
122,ad5fdc9e-2e53-3379-b7e3-17dcfd0c4ba5,0.0240434884538741,0.0089086859688195,41.8186274509804,12307,default,313.0,204.0,76.0,E,normal
123,cef94a0b-a17f-336d-8ef4-fdeb0921859c,1.3205086403651776e-05,0.0125529833713726,44.77372262773723,5,default,280.0,137.0,77.0,E,normal
124,d30a052d-dca2-3387-a0a2-d49f53bea098,0.0046187072359619,0.01334046863652,96.18014705882354,7250,default,308.0,272.0,349.0,E,normal
125,24293ba0-4a62-35a5-9e9c-cc6d4170dc91,0.0145686274509803,0.0218171775752554,23.82236842105263,3166,default,178.0,152.0,79.0,E,normal
126,293c224e-2c1f-3737-82f4-14bba87f7626,5.676552363299351e-06,0.0145968489341983,8.67537688442211,3,default,3482.0,995.0,126.0,E,normal
127,2d664fe3-83c6-3ab9-b5d1-0a1433513f72,0.0001116905309056,0.0031818985327912,19.71080139372822,114,default,1310.0,861.0,54.0,E,normal
128,32b18423-741a-361b-a025-8336a3ed9a32,0.00164038616251,0.0233306516492357,7.022598870056497,123,default,187.0,177.0,29.0,E,normal
129,42aba55d-a3bf-3d94-be7c-82bc2e229e0b,0.0133431759708011,0.0119667324836953,84.83756345177665,13381,default,209.0,197.0,200.0,E,normal
130,4748dae9-5e41-3e0b-a56b-b1a3a079e052,0.0002124609510586,0.0043040610898993,21.090775988286968,184,default,1038.0,683.0,62.0,E,normal
131,6dbe2230-d20b-3166-a162-833f1cbf2580,0.0032448036542615,0.0055238837151658,20.39061371841155,5499,default,1504.0,1385.0,156.0,E,normal
132,f06fbc92-2a0e-3a73-9b74-90daae4334e3,0.0030679652407539,0.0082700138533226,99.25416666666666,8770,default,549.0,480.0,394.0,E,normal
133,f42a345a-d31f-3bdf-9e0f-d99336cba2b3,0.0178658798283261,0.0120171673819742,20.43859649122807,4996,default,270.0,228.0,56.0,E,normal
134,11f5ea29-fc31-3926-8c7e-d4930a105355,0.0034423534459222,0.0048363820741838,20.26798418972332,5296,default,1364.0,1265.0,124.0,E,normal
135,167b4f4b-6680-30fc-b97f-2913b13518fb,0.0057461737842508,0.0077758578128857,17.386266094420602,2794,default,596.0,466.0,63.0,E,normal
136,2bbc3f91-c332-36eb-a6da-82a0ec25f811,0.0007263531266421,0.011823436678928,11.968553459119496,166,default,332.0,318.0,45.0,E,normal
137,5558267a-be79-3af7-b980-2c16cfda42d0,0.0014038182239154,0.0086720410869519,79.44648829431438,4002,default,676.0,598.0,412.0,E,normal
138,60ea2ecd-147a-3ea4-8be3-486237433876,0.0001559416261292,0.013759555246699,39.31693989071038,68,default,313.0,183.0,99.0,E,normal
139,6150e7cc-c88e-3de7-b577-6de2cd911727,0.0009884564643799,0.0089050131926121,14.862745098039216,180,default,211.0,204.0,27.0,E,normal
140,c003f8c6-3ab0-3eee-bc82-c0ee0bf9bea6,0.0033458302749703,0.0068319123708429,24.875,3556,default,806.0,712.0,121.0,E,normal
141,fb2bf1e7-61e2-3daa-987e-711b2aa26faf,0.0107882566311494,0.0131489458172749,17.298039215686273,2856,default,272.0,255.0,58.0,E,normal
142,ff6fea70-ca97-34fe-9a44-b46afcfaae0f,0.0227561606327958,0.0103437785214481,16.435,4488,default,238.0,200.0,34.0,E,normal
143,0f2da3bd-2383-3f2d-8d3e-62887721885b,0.0053797065582464,0.0254551882623298,45.62096774193548,1826,default,148.0,124.0,144.0,E,normal
144,678bb2c5-efb4-3701-a992-9c6f64c6387f,0.0283194130925507,0.0112866817155756,16.40740740740741,4517,default,190.0,162.0,30.0,E,normal
145,93ab48e1-669b-3925-b50e-e266897b0b5c,0.0023391715073637,0.0107962213225371,84.58064516129032,4784,default,449.0,403.0,368.0,E,normal
146,c902a533-32da-305d-a011-a8b8e6b80862,0.2122073732718894,0.0345622119815668,2.9931034482758623,5526,default,150.0,145.0,15.0,E,normal
147,d536d19b-15a0-36d3-889d-992caa63fa68,0.0006404027139417,0.0100678485445392,22.17961165048544,176,default,230.0,206.0,46.0,E,normal
148,fe1361b7-508d-30b0-a527-588851f1177a,0.0004426015141087,0.0074328974535443,12.148829431438129,193,default,615.0,598.0,54.0,E,normal
149,0365c7d9-f00a-36ab-8eed-d669e4aedbea,0.0013453185800308,0.0083476446164213,78.36626916524702,3714,default,665.0,587.0,384.0,E,normal
150,7732d572-9edf-3c23-9a85-e4375fd46a69,0.0006374363720499,0.0120314669134659,16.559386973180075,166,default,275.0,261.0,52.0,E,normal
151,a2d86429-4eda-32c1-8871-38aeeac6485b,5.389604457842331e-06,0.0128802411619621,6.578725961538462,4,default,3396.0,1664.0,141.0,E,normal
152,b53b72c5-bc21-3d16-8d17-05cead2ef1bf,0.0001325283989426,0.0018575409016217,17.452618453865338,112,default,1066.0,802.0,26.0,E,normal
153,d94a4f80-602f-3e18-b81a-9226bc3ae018,0.0224652951355508,0.011920784464526,39.10526315789474,7011,default,138.0,133.0,62.0,E,normal
154,0e1ab712-dee8-3a79-a629-3fa45536269c,0.0001478673851493,0.0127865558498493,8.232330827067669,98,default,1488.0,1330.0,140.0,E,normal
155,1f6f2720-ac86-333d-a1f0-38d7e6075ead,0.0018826777087646,0.0262249827467218,8.835365853658537,328,default,408.0,328.0,76.0,E,normal
156,3a90c86a-97d0-3f79-a448-c9d38727f6fa,0.0153012328767123,0.0130136986301369,46.496815286624205,6702,default,323.0,157.0,95.0,E,normal
157,95cdd67c-5137-3d22-8257-ea8cd63dc2a3,0.0081391948115516,0.0156632403328438,74.2909090909091,3991,default,127.0,110.0,128.0,E,normal
158,9d3a1a6d-56cb-3712-91ae-60f851d9c989,0.0006607806691449,0.010997521685254,12.963855421686748,256,default,518.0,498.0,71.0,E,normal
159,d1742c70-e0f6-366a-87bb-547b80371803,0.2255160427807487,0.0294117647058823,3.1166666666666667,5061,default,123.0,120.0,11.0,E,normal
160,d4da3385-5626-3728-a524-1be862cbb118,0.0010539198924667,0.0028062397566353,27.59876342336479,5364,default,3575.0,3073.0,238.0,E,normal
161,eb05809f-3e80-38dd-9903-14907bfbfcad,0.0004140395894428,0.0087976539589442,12.827586206896552,204,default,673.0,638.0,72.0,E,normal
162,f13c0418-c2f1-30d5-9a17-78e9364c4f71,0.0001236559139784,0.0038020554862472,18.579470198675494,125,default,1213.0,906.0,64.0,E,normal
163,f326ee47-0ec2-3c13-90eb-1a7d350b330a,0.00219,0.0185770750988142,50.6,1663,default,298.0,250.0,235.0,E,normal
164,4d9e8716-5bf7-3588-8819-22332cbc9621,0.0007118914888328,0.0024429215637538,30.120855614973262,6015,default,5512.0,4675.0,344.0,E,normal
165,8e55b65f-f280-361b-9167-bec5230dc0a3,9.621412479185034e-05,0.0054853560583798,22.81340782122905,118,default,1184.0,895.0,112.0,E,normal
166,d94602ce-8c8b-3cc3-ba30-ee2848967193,7.316289653326194e-05,0.0028510239593093,16.822787660436838,328,default,4890.0,4441.0,213.0,E,normal
167,f655f9a8-c4f9-3054-ad04-837a99050d3a,0.0012226976744186,0.0068372093023255,27.849740932642487,1578,default,1067.0,772.0,147.0,E,normal
168,06e75edb-e873-335d-b2a0-cb5d8563f8ea,0.0100319640252795,0.0280748663101604,76.18518518518519,4953,default,119.0,108.0,231.0,E,normal
169,d856a50d-cdf4-358b-b6e6-8fa71a7c0fb1,0.0057210059706893,0.0293106567758277,45.67768595041322,1898,default,148.0,121.0,162.0,E,normal
170,f4c0b94b-7954-3934-8b81-d5c7e278e9fd,0.0052085911513287,0.0132336635788118,102.41391941391942,8738,default,301.0,273.0,370.0,E,normal
171,3f7f33a8-8995-3de8-af02-348b0ba422fc,0.001001400560224,0.0301120448179271,7.14,86,default,214.0,200.0,43.0,E,normal
172,8a989644-d121-315b-8206-deae986adcdd,0.0013581131426606,0.0060468848512638,81.91079812206573,5687,default,931.0,852.0,422.0,E,normal
173,abe88532-480c-36d7-ae6a-5de7c3008f95,0.0009502849905003,0.0056998100063331,14.354545454545455,181,default,229.0,220.0,18.0,E,normal
174,fad00132-8a6e-327e-9835-2e62e8854a4c,0.0008817351598173,0.0073059360730593,14.47136563876652,174,default,236.0,227.0,24.0,E,normal
175,1a4ba451-df8b-30bd-8789-d7f8279d1c6e,0.0002178682349831,0.0062115905636688,14.45367717287488,198,default,1166.0,1047.0,94.0,E,normal
176,2604bdb0-f35e-35ca-9a3a-0ad4e8442bdd,0.0251910558348769,0.0093940195818999,43.4367816091954,11424,default,302.0,174.0,71.0,E,normal
177,40c90a77-3524-3b51-ab8b-f06e76cf3c0b,0.0020429864253393,0.06184012066365,10.440944881889765,163,default,155.0,127.0,82.0,E,normal
178,4a57ef83-fd56-3f3a-ae13-c37eceb2006c,0.0155401895401895,0.0102492102492102,47.96296296296296,13283,default,364.0,297.0,146.0,E,normal
